seed,t,src,dst,dist_m,rssi_level,rssi_slope,rssi_n,beacon_ratio,retry_rate,tx_attempts,trials_probe,fails_probe,trials_cbr,fails_cbr,trials_future,fails_future,pdr_future
2,4.0000,0,2,665.7274,-86.8828,-0.1570,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,0,10,272.0593,-78.1597,-0.2532,36,0.9000,0.0000,3,4,0,0,0,4,0,1.0000
2,4.0000,0,13,575.7974,-85.5442,-0.3907,6,0.1500,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,0,14,444.3391,-83.0266,1.3691,6,0.1500,0.6667,6,7,6,0,0,7,6,0.1429
2,4.0000,0,22,492.4945,-84.7312,1.5457,5,0.1250,1.0000,8,7,5,0,0,7,5,0.2857
2,4.0000,0,23,263.4412,-78.2924,0.4477,30,0.7500,0.6000,5,6,2,0,0,6,2,0.6667
2,4.0000,0,29,343.9269,-81.5079,0.3547,14,0.3500,0.8750,8,6,3,0,0,6,3,0.5000
2,4.0000,0,32,435.5626,-82.7849,0.0062,5,0.1250,1.0000,8,6,4,0,0,6,4,0.3333
2,4.0000,0,37,577.0791,-85.1889,-1.1759,10,0.2500,0.8571,7,8,8,0,0,8,8,0.0000
2,4.0000,0,47,347.6805,-80.1284,-0.5138,30,0.7500,0.5000,6,8,6,0,0,8,6,0.2500
2,4.0000,0,48,173.2643,-77.8114,1.5049,24,0.6000,0.5000,6,4,0,0,0,4,0,1.0000
2,4.0000,0,70,399.2175,-82.0946,0.5528,12,0.3000,0.8571,7,7,6,0,0,7,6,0.1429
2,4.0000,0,72,492.6091,-85.0581,-0.8343,7,0.1750,0.8571,7,5,2,0,0,5,2,0.6000
2,4.0000,0,74,344.8274,-81.0913,0.5235,18,0.4500,0.7143,7,6,2,0,0,6,2,0.6667
2,4.0000,0,78,608.7244,-86.6836,-0.0337,3,0.0750,1.0000,8,4,4,0,0,4,4,0.0000
2,4.0000,0,81,309.7780,-80.7275,0.0276,19,0.4750,0.2000,5,5,1,0,0,5,1,0.8000
2,4.0000,0,85,522.4858,-82.5841,-0.6162,22,0.5500,0.8000,5,7,6,0,0,7,6,0.1429
2,4.0000,0,86,345.4825,-81.2568,0.4754,16,0.4000,0.5000,6,7,5,0,0,7,5,0.2857
2,4.0000,1,7,668.9066,-85.5414,-0.0207,7,0.1750,1.0000,6,8,8,0,0,8,8,0.0000
2,4.0000,1,8,195.6484,-75.5019,0.0045,39,0.9750,0.2000,5,4,0,0,0,4,0,1.0000
2,4.0000,1,20,527.2523,-83.0469,-0.8573,14,0.3500,0.8571,7,8,8,0,0,8,8,0.0000
2,4.0000,1,30,82.2366,-73.2219,1.7642,38,0.9500,0.0000,4,5,1,0,0,5,1,0.8000
2,4.0000,1,41,665.8946,-84.5959,0.6394,3,0.0750,0.7143,7,8,8,0,0,8,8,0.0000
2,4.0000,1,45,512.0292,-83.4649,-0.1046,21,0.5250,0.7143,7,6,5,0,0,6,5,0.1667
2,4.0000,1,84,353.6895,-79.4075,-0.6831,32,0.8000,0.2857,7,6,3,0,0,6,3,0.5000
2,4.0000,2,0,665.7274,-86.4947,0.1531,5,0.1250,1.0000,2,7,6,0,0,7,6,0.1429
2,4.0000,2,4,642.1050,-84.6792,-0.7519,12,0.3000,1.0000,8,6,6,0,0,6,6,0.0000
2,4.0000,2,5,928.9328,-87.9072,0.8806,3,0.0750,1.0000,8,4,4,0,0,4,4,0.0000
2,4.0000,2,10,719.6166,-86.9483,0.9567,4,0.1000,,0,8,8,0,0,8,8,0.0000
2,4.0000,2,13,91.4031,-72.2790,1.9108,36,0.9000,0.2000,5,6,2,0,0,6,2,0.6667
2,4.0000,2,14,449.3034,-82.5665,0.1461,8,0.2000,1.0000,6,8,7,0,0,8,7,0.1250
2,4.0000,2,15,571.1690,-84.0663,0.8819,6,0.1500,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,2,23,414.8588,-84.3825,1.0756,13,0.3250,1.0000,8,8,7,0,0,8,7,0.1250
2,4.0000,2,32,841.7067,-85.5085,-0.1132,3,0.0750,1.0000,4,6,6,0,0,6,6,0.0000
2,4.0000,2,36,850.7801,-86.5779,0.0325,5,0.1250,,0,4,4,0,0,4,4,0.0000
2,4.0000,2,42,763.0078,-86.7348,-0.6603,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,2,43,766.4824,-85.4117,-0.1034,7,0.1750,1.0000,6,4,4,0,0,4,4,0.0000
2,4.0000,2,53,588.9508,-84.4824,0.1923,13,0.3250,1.0000,8,6,6,0,0,6,6,0.0000
2,4.0000,2,70,812.0513,-87.9493,-0.0754,3,0.0750,,0,6,6,0,0,6,6,0.0000
2,4.0000,2,80,655.7665,-86.8235,-0.5481,4,0.1000,1.0000,4,8,8,0,0,8,8,0.0000
2,4.0000,2,85,774.4999,-85.5787,0.5867,7,0.1750,1.0000,6,8,8,0,0,8,8,0.0000
2,4.0000,2,86,329.2830,-80.1718,0.1418,24,0.6000,0.7143,7,8,8,0,0,8,8,0.0000
2,4.0000,3,6,364.5252,-82.0186,0.9411,20,0.4878,0.8750,8,5,2,0,0,5,2,0.6000
2,4.0000,3,9,166.5032,-71.1258,-1.3219,36,0.8780,0.2000,5,5,2,0,0,5,2,0.6000
2,4.0000,3,16,533.7828,-82.2898,0.2071,8,0.1951,0.8750,8,8,8,0,0,8,8,0.0000
2,4.0000,3,18,258.2039,-77.8077,0.3001,35,0.8537,0.2500,4,5,2,0,0,5,2,0.6000
2,4.0000,3,24,393.2844,-80.2140,-0.4687,17,0.4146,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,3,46,508.7651,-84.9693,0.1890,11,0.2683,0.8000,5,7,6,0,0,7,6,0.1429
2,4.0000,3,49,762.1835,-85.0143,0.4471,5,0.1220,1.0000,6,6,6,0,0,6,6,0.0000
2,4.0000,3,51,159.2957,-73.3810,0.6445,38,0.9268,0.0000,4,5,1,0,0,5,1,0.8000
2,4.0000,3,55,499.4772,-82.8376,-0.3203,9,0.2195,0.6667,6,8,8,0,0,8,8,0.0000
2,4.0000,3,57,482.0165,-82.5806,-0.8299,10,0.2439,1.0000,8,6,6,0,0,6,6,0.0000
2,4.0000,3,61,144.0415,-69.7949,-0.9933,36,0.8780,0.0000,4,4,0,0,0,4,0,1.0000
2,4.0000,3,63,458.3692,-81.6501,0.7857,18,0.4390,1.0000,6,7,6,0,0,7,6,0.1429
2,4.0000,3,64,816.3829,-86.6153,-0.1026,4,0.0976,,0,4,4,0,0,4,4,0.0000
2,4.0000,3,67,320.3142,-80.5457,0.4230,20,0.4878,0.5000,8,8,8,0,0,8,8,0.0000
2,4.0000,3,69,407.2182,-80.9914,-0.0811,15,0.3659,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,3,71,455.8967,-80.8518,-0.5194,10,0.2439,0.8571,7,7,6,0,0,7,6,0.1429
2,4.0000,3,77,761.2708,-86.3952,0.7742,4,0.0976,,0,8,8,0,0,8,8,0.0000
2,4.0000,3,79,541.3586,-84.5341,-0.4406,8,0.1951,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,3,82,236.9115,-79.1597,0.5938,30,0.7317,0.5000,6,5,1,0,0,5,1,0.8000
2,4.0000,4,2,642.1050,-84.4841,-0.0951,11,0.2750,0.8000,5,10,10,0,0,10,10,0.0000
2,4.0000,4,13,715.3863,-86.6883,0.4792,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,4,15,464.7026,-82.8821,0.7136,9,0.2250,0.8750,8,7,5,0,0,7,5,0.2857
2,4.0000,4,21,498.0610,-84.1759,1.3478,9,0.2250,1.0000,4,7,5,0,0,7,5,0.2857
2,4.0000,4,27,937.3853,-85.5839,1.0618,3,0.0750,1.0000,2,8,8,0,0,8,8,0.0000
2,4.0000,4,33,461.2637,-83.6198,-0.1665,14,0.3500,1.0000,8,6,4,0,0,6,4,0.3333
2,4.0000,4,39,711.4943,-85.5273,0.3638,8,0.2000,0.8333,6,4,4,0,0,4,4,0.0000
2,4.0000,4,42,599.1420,-85.0831,0.3784,9,0.2250,0.8750,8,8,8,0,0,8,8,0.0000
2,4.0000,4,43,350.7749,-80.2117,0.2664,28,0.7000,0.6000,5,6,2,0,0,6,2,0.6667
2,4.0000,4,50,627.7685,-85.4169,0.4199,6,0.1500,0.8571,7,8,8,0,0,8,8,0.0000
2,4.0000,4,53,337.7356,-80.1901,0.0777,29,0.7250,0.2000,5,6,3,0,0,6,3,0.5000
2,4.0000,4,60,712.0673,-85.5069,1.1493,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
2,4.0000,4,62,504.4103,-84.6542,0.2038,14,0.3500,0.7143,7,7,6,0,0,7,6,0.1429
2,4.0000,4,80,525.6074,-84.7122,0.6199,8,0.2000,0.8333,6,7,6,0,0,7,6,0.1429
2,4.0000,4,86,923.6400,-86.6919,0.0047,4,0.1000,1.0000,4,6,6,0,0,6,6,0.0000
2,4.0000,5,9,645.7435,-84.6753,-1.4754,3,0.0750,1.0000,2,8,8,0,0,8,8,0.0000
2,4.0000,5,12,546.0543,-85.0514,0.7736,5,0.1250,1.0000,8,6,5,0,0,6,5,0.1667
2,4.0000,5,14,549.2953,-82.3225,-0.4006,10,0.2500,0.8333,6,8,8,0,0,8,8,0.0000
2,4.0000,5,22,381.8807,-80.0207,-1.3504,17,0.4250,0.8571,7,8,8,0,0,8,8,0.0000
2,4.0000,5,23,754.4065,-85.9950,-0.9489,4,0.1000,1.0000,6,8,8,0,0,8,8,0.0000
2,4.0000,5,27,327.3604,-79.9326,2.2632,10,0.2500,1.0000,6,8,7,0,0,8,7,0.1250
2,4.0000,5,29,564.9362,-82.0257,-1.1757,7,0.1750,1.0000,8,6,6,0,0,6,6,0.0000
2,4.0000,5,32,384.7809,-79.0867,-0.6256,17,0.4250,0.6667,6,7,6,0,0,7,6,0.1429
2,4.0000,5,34,357.0871,-81.8942,0.2830,12,0.3000,1.0000,8,7,6,0,0,7,6,0.1429
2,4.0000,5,36,530.0819,-82.8716,-1.2049,5,0.1250,0.7143,7,6,6,0,0,6,6,0.0000
2,4.0000,5,37,955.8567,-86.8229,-0.4169,3,0.0750,,0,2,1,0,0,2,1,0.5000
