seed,t,src,dst,dist_m,rssi_level,rssi_slope,rssi_n,beacon_ratio,retry_rate,tx_attempts,trials_probe,fails_probe,trials_cbr,fails_cbr,trials_future,fails_future,pdr_future
8,4.0000,0,3,747.1562,-88.0842,-0.0403,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,0,7,487.0594,-82.3240,-0.3200,15,0.3750,0.8571,7,6,4,0,0,6,4,0.3333
8,4.0000,0,8,438.4806,-84.1600,-0.1916,12,0.3000,1.0000,8,6,4,0,0,6,4,0.3333
8,4.0000,0,17,693.0611,-87.8045,0.6646,6,0.1500,1.0000,8,6,6,0,0,6,6,0.0000
8,4.0000,0,23,799.5760,-86.7148,0.3754,3,0.0750,1.0000,8,4,4,0,0,4,4,0.0000
8,4.0000,0,26,175.2451,-76.2906,0.8416,31,0.7750,0.5000,6,4,0,0,0,4,0,1.0000
8,4.0000,0,32,502.0582,-84.6823,0.7545,8,0.2000,0.7500,8,8,8,0,0,8,8,0.0000
8,4.0000,0,35,649.7506,-86.6055,0.4339,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,0,37,529.8821,-83.6918,1.3126,11,0.2750,1.0000,8,6,4,0,0,6,4,0.3333
8,4.0000,0,42,571.6593,-85.0716,0.5071,10,0.2500,0.8571,7,8,8,0,0,8,8,0.0000
8,4.0000,0,46,173.5659,-76.2634,0.8330,33,0.8250,0.0000,4,5,1,0,0,5,1,0.8000
8,4.0000,0,58,708.8927,-85.9799,0.3516,7,0.1750,1.0000,6,8,8,0,0,8,8,0.0000
8,4.0000,0,60,779.6246,-87.9477,-0.8833,3,0.0750,1.0000,4,8,8,0,0,8,8,0.0000
8,4.0000,0,68,623.9048,-85.9418,0.3024,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,0,80,748.9776,-85.3101,-1.9500,3,0.0750,1.0000,6,8,8,0,0,8,8,0.0000
8,4.0000,0,85,422.2985,-82.9077,1.3174,12,0.3000,1.0000,8,6,4,0,0,6,4,0.3333
8,4.0000,1,2,426.8519,-81.7737,0.3122,14,0.3500,1.0000,8,8,7,0,0,8,7,0.1250
8,4.0000,1,3,641.6445,-86.4709,0.2038,4,0.1000,1.0000,4,8,8,0,0,8,8,0.0000
8,4.0000,1,5,397.4823,-81.2976,0.4835,16,0.4000,1.0000,8,6,4,0,0,6,4,0.3333
8,4.0000,1,15,388.7049,-80.3235,-0.3552,25,0.6250,0.8000,5,7,6,0,0,7,6,0.1429
8,4.0000,1,21,808.2649,-86.2408,-0.0728,5,0.1250,,0,4,4,0,0,4,4,0.0000
8,4.0000,1,27,534.3191,-84.6581,0.0552,7,0.1750,1.0000,8,6,3,0,0,6,3,0.5000
8,4.0000,1,37,816.3715,-86.1578,-0.4316,4,0.1000,1.0000,4,6,6,0,0,6,6,0.0000
8,4.0000,1,40,357.5328,-78.4005,-1.3173,31,0.7750,0.7143,7,8,8,0,0,8,8,0.0000
8,4.0000,1,48,334.6661,-81.0200,0.1738,13,0.3250,1.0000,8,7,4,0,0,7,4,0.4286
8,4.0000,1,54,795.1587,-86.2173,0.2250,4,0.1000,,0,8,8,0,0,8,8,0.0000
8,4.0000,1,57,781.4981,-86.3986,-0.4758,3,0.0750,1.0000,8,2,2,0,0,2,2,0.0000
8,4.0000,1,59,548.5614,-84.2176,0.2038,7,0.1750,0.8571,7,8,8,0,0,8,8,0.0000
8,4.0000,1,67,245.9853,-78.5279,0.4862,29,0.7250,0.2000,5,5,2,0,0,5,2,0.6000
8,4.0000,1,70,719.3264,-86.7165,-0.0392,4,0.1000,1.0000,8,4,4,0,0,4,4,0.0000
8,4.0000,1,72,372.7610,-82.7160,1.3609,11,0.2750,1.0000,8,8,7,0,0,8,7,0.1250
8,4.0000,1,73,675.7227,-87.3686,0.5323,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,1,75,259.2770,-76.5385,-1.1485,35,0.8750,0.0000,3,7,2,0,0,7,2,0.7143
8,4.0000,1,76,629.2683,-85.9822,0.0390,13,0.3250,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,1,80,574.4363,-84.7939,1.1746,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
8,4.0000,2,1,426.8519,-82.2471,0.3629,13,0.3250,1.0000,8,8,7,0,0,8,7,0.1250
8,4.0000,2,3,321.1589,-79.1663,-0.2701,26,0.6500,0.5000,6,6,4,0,0,6,4,0.3333
8,4.0000,2,5,701.1620,-84.8149,-0.4309,4,0.1000,1.0000,8,6,6,0,0,6,6,0.0000
8,4.0000,2,6,583.8027,-83.1880,0.9191,3,0.0750,1.0000,8,6,6,0,0,6,6,0.0000
8,4.0000,2,7,816.7718,-85.9619,0.6648,3,0.0750,,0,4,4,0,0,4,4,0.0000
8,4.0000,2,23,385.8123,-80.7660,-0.5540,11,0.2750,0.8571,7,6,4,0,0,6,4,0.3333
8,4.0000,2,27,404.1992,-82.5748,0.4151,17,0.4250,0.8750,8,7,6,0,0,7,6,0.1429
8,4.0000,2,32,439.0885,-82.6612,0.5049,11,0.2750,0.8571,7,8,8,0,0,8,8,0.0000
